model,reference_trajectory,anchor,branch,prediction_step,valid,predicted_mean_x_m,predicted_mean_y_m,actual_x_m,actual_y_m,euclidean_error_mm
diffusion,test_c00_side-1,2,0,5,1,-0.07826970471069217,0.69627427123487,-0.07772030681371689,0.6948385834693909,1.537217424161981
diffusion,test_c00_side-1,2,0,6,1,-0.06691815238445997,0.7093717753887177,-0.06605762988328934,0.708308756351471,1.367665327691638
diffusion,test_c00_side-1,2,1,1,1,-0.14900910621508956,0.618833290413022,-0.1488400548696518,0.6188544034957886,0.1703646666953716
diffusion,test_c00_side-1,2,1,2,1,-0.1310613350942731,0.6330861374735832,-0.13111312687397003,0.6327773928642273,0.31305849653143125
diffusion,test_c00_side-1,2,1,3,1,-0.11425343691371381,0.647552041336894,-0.11450869590044022,0.6468110680580139,0.7837082048306915
diffusion,test_c00_side-1,2,1,4,1,-0.09903740417212248,0.6620675232261419,-0.09908013045787811,0.6613258123397827,0.7429404918553331
diffusion,test_c00_side-1,2,1,5,1,-0.085078330244869,0.6774883642792702,-0.08500733971595764,0.676476001739502,1.0148485439320845
diffusion,test_c00_side-1,2,1,6,1,-0.07508284109644592,0.6878238804638386,-0.0742582231760025,0.6866487860679626,1.4355631487104432
diffusion,test_c00_side-1,2,2,1,1,-0.15022472571581602,0.6165343075990677,-0.15011988580226898,0.616652250289917,0.15780331364494588
diffusion,test_c00_side-1,2,2,2,1,-0.13427475048229098,0.6269727870821953,-0.134336456656456,0.6269210577011108,0.08052068552528625
diffusion,test_c00_side-1,2,2,3,1,-0.11930737318471074,0.6372373439371586,-0.11967537552118301,0.6368246674537659,0.5529263961816528
diffusion,test_c00_side-1,2,2,4,1,-0.10564545867964625,0.6476222909986973,-0.10597916692495346,0.6470074653625488,0.6995511102495405
diffusion,test_c00_side-1,2,2,5,1,-0.09300650493241847,0.6585771050304174,-0.0933227390050888,0.6577279567718506,0.9061218205874942
diffusion,test_c00_side-1,2,2,6,1,-0.08409884432330728,0.6661177147179842,-0.08363539725542068,0.6645553708076477,1.6296323753835424
diffusion,test_c00_side-1,2,3,1,1,-0.14674867503345013,0.6230100374668837,-0.14662973582744598,0.6228325963020325,0.21361624869995874
diffusion,test_c00_side-1,2,3,2,1,-0.1257856795564294,0.643533531576395,-0.1257476955652237,0.6432691812515259,0.26706530633225717
diffusion,test_c00_side-1,2,3,3,1,-0.10646829148754478,0.6649866178631783,-0.10626896470785141,0.6644163131713867,0.604134593101872
diffusion,test_c00_side-1,2,3,4,1,-0.08916282537393272,0.6868376266211271,-0.0885690376162529,0.6861000061035156,0.9469255140568825
diffusion,test_c00_side-1,2,3,5,1,-0.07381685520522296,0.7097295578569174,-0.07295148819684982,0.7082645297050476,1.701519187359239
diffusion,test_c00_side-1,2,3,6,1,-0.06150847673416138,0.7251573391258717,-0.06071391701698303,0.7241873741149902,1.253856956154382
diffusion,test_c00_side-1,2,4,1,1,-0.1527749807573855,0.6124333292245865,-0.1523224264383316,0.61260586977005,0.4843301059434485
diffusion,test_c00_side-1,2,4,2,1,-0.14051505038514733,0.6153015065938234,-0.1403815746307373,0.6152734756469727,0.13638735643994754
diffusion,test_c00_side-1,2,4,3,1,-0.13031855318695307,0.6152250748127699,-0.1300223171710968,0.6149975061416626,0.3735549185326474
diffusion,test_c00_side-1,2,4,4,1,-0.120901167858392,0.6128402054309845,-0.12052810937166214,0.6123807430267334,0.5918431679434792
diffusion,test_c00_side-1,2,4,5,1,-0.11228225496597588,0.608725318685174,-0.11165569722652435,0.6073938608169556,1.4715144089363694
diffusion,test_c00_side-1,2,4,6,1,-0.10490294895134866,0.6020435001701117,-0.103397436439991,0.5997807383537292,2.7178408635408875
diffusion,test_c00_side-1,2,5,1,1,-0.14875961281359196,0.618638601154089,-0.14816510677337646,0.6185580492019653,0.5999383708712371
diffusion,test_c00_side-1,2,5,2,1,-0.12946002651005983,0.6310058683156967,-0.12889204919338226,0.6309126615524292,0.5755742636524499
diffusion,test_c00_side-1,2,5,3,1,-0.11051913886331022,0.6415238827466965,-0.10976720601320267,0.6414483189582825,0.7557201182913819
diffusion,test_c00_side-1,2,5,4,1,-0.09188335691578686,0.6506279427558184,-0.09066623449325562,0.6500296592712402,1.3562190528625102
diffusion,test_c00_side-1,2,5,5,1,-0.07416000566445291,0.6579594779759645,-0.07163926959037781,0.6563544869422913,2.988328391143652
diffusion,test_c00_side-1,2,5,6,1,-0.05592589359730482,0.6630307957530022,-0.052855007350444794,0.6600621342658997,4.271216848412141
diffusion,test_c00_side-1,2,6,1,1,-0.15215327870100737,0.6129482854157686,-0.15236277878284454,0.6132232546806335,0.3456853785020989
diffusion,test_c00_side-1,2,6,2,1,-0.13932189298793674,0.6182922627776861,-0.14001040160655975,0.6183580756187439,0.691646909894256
diffusion,test_c00_side-1,2,6,3,1,-0.1281061302870512,0.6240650434046984,-0.12916533648967743,0.6231964826583862,1.3697866803689467
diffusion,test_c00_side-1,2,6,4,1,-0.11797584872692823,0.6312060132622719,-0.11968573182821274,0.6288658976554871,2.8982479661299174
diffusion,test_c00_side-1,2,6,5,1,-0.10936938691884279,0.6388729773461819,-0.11183996498584747,0.6356906890869141,4.028736098361161
diffusion,test_c00_side-1,2,6,6,1,-0.10258387750945985,0.6473070848733187,-0.10600727796554565,0.6436468958854675,5.011651834426973
diffusion,test_c00_side-1,2,7,1,1,-0.14865646045655012,0.6194848604500294,-0.14866971969604492,0.6194745898246765,0.0167717970748301
diffusion,test_c00_side-1,2,7,2,1,-0.13013159576803446,0.6362297367304564,-0.1304948776960373,0.6352572441101074,1.038130847170329
diffusion,test_c00_side-1,2,7,3,1,-0.11304042441770434,0.653609573841095,-0.1133446991443634,0.6524332761764526,1.2150141172539743
diffusion,test_c00_side-1,2,7,4,1,-0.0971889419015497,0.6724023446440697,-0.09750159829854965,0.6712393164634705,1.2043207925851436
diffusion,test_c00_side-1,2,7,5,1,-0.0830454807728529,0.6929911952465773,-0.08335831016302109,0.6915983557701111,1.427537752409925
diffusion,test_c00_side-1,2,7,6,1,-0.07079453719779849,0.7161535434424877,-0.07131460309028625,0.7132770419120789,2.9231369429045917
diffusion,test_c00_side-1,2,8,1,1,-0.1540609779767692,0.6104940362274647,-0.15400920808315277,0.6103434562683105,0.15923079470980628
diffusion,test_c00_side-1,2,8,2,1,-0.1439454760402441,0.6099298931658268,-0.14456059038639069,0.6099905967712402,0.6181024078140526
diffusion,test_c00_side-1,2,8,3,1,-0.13655272359028459,0.6074230819940567,-0.13687069714069366,0.6074525713920593,0.3193380706309726
diffusion,test_c00_side-1,2,8,4,1,-0.1299452786333859,0.6048750299960375,-0.13009630143642426,0.604097843170166,0.7917242255645142
diffusion,test_c00_side-1,2,8,5,1,-0.12386444746516645,0.60168700478971,-0.12391224503517151,0.6004635095596313,1.2244285139295445
diffusion,test_c00_side-1,2,8,6,1,-0.11850871797651052,0.5986840389668941,-0.11817710846662521,0.5967853665351868,1.927413258741363
diffusion,test_c00_side-1,2,9,1,1,-0.14775868691504002,0.6211945470422506,-0.14757178723812103,0.6211081147193909,0.20591754579771704
diffusion,test_c00_side-1,2,9,2,1,-0.1279883668757975,0.6390383467078209,-0.1279830038547516,0.6387062668800354,0.3321231308066046
diffusion,test_c00_side-1,2,9,3,1,-0.10957685206085443,0.6574098784476519,-0.10960180312395096,0.6566646695137024,0.7456265223204933
diffusion,test_c00_side-1,2,9,4,1,-0.09299162798561156,0.675812266767025,-0.09266278147697449,0.6749114990234375,0.9589173864992209
diffusion,test_c00_side-1,2,9,5,1,-0.07793878484517336,0.6947419159114361,-0.07740673422813416,0.6933311223983765,1.5077851954382928
diffusion,test_c00_side-1,2,9,6,1,-0.06465037656016648,0.7132373694330454,-0.06407565623521805,0.7117668390274048,1.578848670969559
diffusion,test_c00_side-1,2,10,1,1,-0.1608774419873953,0.599934296682477,-0.16120365262031555,0.5996875762939453,0.40900406739721495
diffusion,test_c00_side-1,2,10,2,1,-0.15946765709668398,0.5868516433984041,-0.16084414720535278,0.5862528085708618,1.5011089800346538
diffusion,test_c00_side-1,2,10,3,1,-0.1644894704222679,0.5669650323688984,-0.1650310456752777,0.5671128630638123,0.561389053180894
diffusion,test_c00_side-1,2,10,4,1,-0.17448124149814248,0.5413763634860516,-0.17373089492321014,0.5423189401626587,1.2047700086723752
diffusion,test_c00_side-1,2,10,5,1,-0.1889769951812923,0.5092390105128288,-0.18690814077854156,0.5119174122810364,3.384375063688777
diffusion,test_c00_side-1,2,10,6,1,-0.20530501939356327,0.4740307368338108,-0.20452740788459778,0.47595277428627014,2.073380724211538
diffusion,test_c00_side-1,2,11,1,1,-0.16005554422736168,0.5994695089757442,-0.1603723168373108,0.599883496761322,0.5212780189318952
diffusion,test_c00_side-1,2,11,2,1,-0.1584813236258924,0.5856423005461693,-0.1588529795408249,0.5865748524665833,1.0038830625984736
diffusion,test_c00_side-1,2,11,3,1,-0.16146360570564866,0.5636261440813541,-0.16188785433769226,0.5675586462020874,3.955320446103256
diffusion,test_c00_side-1,2,11,4,1,-0.17024443531408906,0.5349925365298986,-0.16944460570812225,0.5428870916366577,7.934968666115624
diffusion,test_c00_side-1,2,11,5,1,-0.1839117812924087,0.5024648625403643,-0.18148773908615112,0.5126068592071533,10.427659229514475
diffusion,test_c00_side-1,2,11,6,1,-0.1962217353284359,0.4706592224538326,-0.1979818195104599,0.47676265239715576,6.352145574596394
diffusion,test_c00_side-1,2,12,1,1,-0.14894529525190592,0.6204150971025229,-0.14948682487010956,0.6199641227722168,0.7047213449206524
diffusion,test_c00_side-1,2,12,2,1,-0.13215631945058703,0.6450258921831846,-0.13210858404636383,0.6417635083198547,3.262733078345759
diffusion,test_c00_side-1,2,12,3,1,-0.11175868241116405,0.6914296690374613,-0.11350146681070328,0.6952232122421265,4.174717656194095
diffusion,test_c00_side-1,2,12,4,1,-0.09294047532603145,0.7261582501232624,-0.1004660576581955,0.7238355875015259,7.875858752707014
diffusion,test_c00_side-1,2,12,5,1,-0.09323766711167991,0.7120626755058765,-0.09348004311323166,0.7218819260597229,9.822241473581284
diffusion,test_c00_side-1,2,12,6,1,-0.10187747469171882,0.6990373712033033,-0.09312637895345688,0.7092829942703247,13.474214954931758
diffusion,test_c00_side-1,2,13,1,1,-0.14541021268814802,0.6258885897696018,-0.14594027400016785,0.6255066394805908,0.653338363924671
diffusion,test_c00_side-1,2,13,2,1,-0.12826824514195323,0.638550540432334,-0.12903057038784027,0.6384094953536987,0.7752635001881308
diffusion,test_c00_side-1,2,13,3,1,-0.10979747981764376,0.65565100684762,-0.11132711917161942,0.6529011726379395,3.1466465854875647
diffusion,test_c00_side-1,2,13,4,1,-0.0864419280551374,0.6835588905960321,-0.08766144514083862,0.6808115839958191,3.0058136132986366
diffusion,test_c00_side-1,2,13,5,1,-0.07103851134888828,0.7012189850211143,-0.06991909444332123,0.6993170380592346,2.2069201286573206
diffusion,test_c00_side-1,2,13,6,1,-0.060664115473628044,0.7080198395997286,-0.058647651225328445,0.7061086893081665,2.77824108054148
diffusion,test_c00_side-1,2,14,1,1,-0.14958288613706827,0.6175779607146978,-0.1493881791830063,0.6175854206085205,0.19484980876547314
diffusion,test_c00_side-1,2,14,2,1,-0.13221449265256524,0.6297241263091564,-0.1322755217552185,0.629288911819458,0.4394726423955309
diffusion,test_c00_side-1,2,14,3,1,-0.11581438523717225,0.6413361951708794,-0.11584290862083435,0.6406015753746033,0.7351733322803972
diffusion,test_c00_side-1,2,14,4,1,-0.10000330838374794,0.6532162819057703,-0.0998610332608223,0.6519639492034912,1.260388593966621
diffusion,test_c00_side-1,2,14,5,1,-0.08511268789879978,0.6652275212109089,-0.08427060395479202,0.6635364890098572,1.889099064038054
diffusion,test_c00_side-1,2,14,6,1,-0.07086962834000587,0.6778926327824593,-0.06906250864267349,0.6753915548324585,3.085623520857122
diffusion,test_c00_side-1,2,15,1,1,-0.16011842153966427,0.6018896736204624,-0.16009847819805145,0.6015002727508545,0.38991123877889694
diffusion,test_c00_side-1,2,15,2,1,-0.15931129409000278,0.5889151822775602,-0.16013726592063904,0.5883367657661438,1.0083625963331735
diffusion,test_c00_side-1,2,15,3,1,-0.1640111650340259,0.5698364283889532,-0.16473089158535004,0.5690692663192749,1.0519239277790136
diffusion,test_c00_side-1,2,15,4,1,-0.1728921108879149,0.5457530040293932,-0.17383705079555511,0.5441318154335022,1.8764764566863432
diffusion,test_c00_side-1,2,15,5,1,-0.18734337855130434,0.5144911538809538,-0.18741847574710846,0.5135842561721802,0.9100016719745471
diffusion,test_c00_side-1,2,15,6,1,-0.20305290771648288,0.47918848134577274,-0.20543906092643738,0.4774739742279053,2.938241276443169
diffusion,test_c00_side+1,0,0,1,1,-0.0012420255043252837,-0.643575044348836,-0.0012396667152643204,-0.6436874270439148,0.11240744654612457
diffusion,test_c00_side+1,0,0,2,1,-0.00351139745907858,-0.6320222392678261,-0.003308358136564493,-0.6323685050010681,0.4014036926893218
diffusion,test_c00_side+1,0,0,3,1,-0.005385610347730108,-0.6179782599210739,-0.005564127583056688,-0.61846524477005,0.5186739307512526
diffusion,test_c00_side+1,0,0,4,1,-0.007756551844067872,-0.6017371024936438,-0.007826747372746468,-0.603024423122406,1.2892330330406871
diffusion,test_c00_side+1,0,0,5,1,-0.010331771685741842,-0.5848399605602026,-0.00997363030910492,-0.5864986181259155,1.696882484427289
diffusion,test_c00_side+1,0,0,6,1,-0.012785415397956967,-0.5670371036976576,-0.011882339604198933,-0.5691251754760742,2.2749922287980917
diffusion,test_c00_side+1,0,1,1,1,-0.001361583301331848,-0.6446983776986599,-0.0014880122616887093,-0.6447306871414185,0.13049207680271435
diffusion,test_c00_side+1,0,1,2,1,-0.004708766835392453,-0.6345761828124523,-0.004488296341150999,-0.6350482106208801,0.5209774378610198
diffusion,test_c00_side+1,0,1,3,1,-0.008398583653615788,-0.6224123444408178,-0.008407849818468094,-0.622816801071167,0.40456276106985745
diffusion,test_c00_side+1,0,1,4,1,-0.013058885204372928,-0.6081065088510513,-0.013028888963162899,-0.608898937702179,0.7929963799325802
diffusion,test_c00_side+1,0,1,5,1,-0.01848210848402232,-0.5925680864602327,-0.018197564408183098,-0.5936489701271057,1.1177096368950086
diffusion,test_c00_side+1,0,1,6,1,-0.024494947807397693,-0.5757772736251354,-0.02377396821975708,-0.5772379040718079,1.6288808635197847
diffusion,test_c00_side+1,0,2,1,1,-0.0015089009357325267,-0.6458293050527573,-0.0017049075104296207,-0.6458404064178467,0.1963207009750526
diffusion,test_c00_side+1,0,2,2,1,-0.00558399960573297,-0.6375317107886076,-0.005568687338382006,-0.6381149291992188,0.583419386039945
diffusion,test_c00_side+1,0,2,3,1,-0.010946780821541324,-0.627796795219183,-0.011110019870102406,-0.6281559467315674,0.39450829626655437
diffusion,test_c00_side+1,0,2,4,1,-0.017946214647963643,-0.6161516439169645,-0.018113942816853523,-0.6166117787361145,0.48975176409414667
diffusion,test_c00_side+1,0,2,5,1,-0.026239572267513722,-0.6031208001077175,-0.02642454206943512,-0.6037291884422302,0.6358853616761364
diffusion,test_c00_side+1,0,2,6,1,-0.035865161451511085,-0.58880858682096,-0.03590679541230202,-0.5896133780479431,0.8058674244068046
diffusion,test_c00_side+1,0,3,1,1,-0.0011554218581295572,-0.6427569519728422,-0.0011164541356265545,-0.642922043800354,0.16962840242203778
diffusion,test_c00_side+1,0,3,2,1,-0.0028728352626785636,-0.630230538547039,-0.002712797839194536,-0.6304919719696045,0.3065279943980589
diffusion,test_c00_side+1,0,3,3,1,-0.0038197747489903122,-0.6150051988661289,-0.004102051258087158,-0.6155478954315186,0.6117185542989572
diffusion,test_c00_side+1,0,3,4,1,-0.004893891586107202,-0.5977112166583538,-0.005125386640429497,-0.599232017993927,1.538319427965759
diffusion,test_c00_side+1,0,3,5,1,-0.005855510782566853,-0.5801403466612101,-0.005686246324330568,-0.5820549130439758,1.9220340503848592
diffusion,test_c00_side+1,0,3,6,1,-0.0063898211956257,-0.5620596241205931,-0.005683064926415682,-0.564301073551178,2.3502340253551495
diffusion,test_c00_side+1,0,4,1,1,-0.001566133854794316,-0.6433814857155085,-0.0016147458227351308,-0.6432256698608398,0.16322286602431185
diffusion,test_c00_side+1,0,4,2,1,-0.005233440417214297,-0.6308456379920244,-0.005168473813682795,-0.6312015652656555,0.3618077993754203
diffusion,test_c00_side+1,0,4,3,1,-0.01005922193871811,-0.6165584400296211,-0.010032185353338718,-0.6165514588356018,0.027923359735399042
diffusion,test_c00_side+1,0,4,4,1,-0.015531312354141846,-0.5999261848628521,-0.01564542017877102,-0.5999652743339539,0.12061750450335733
diffusion,test_c00_side+1,0,4,5,1,-0.021086938679218292,-0.5818875506520271,-0.021421460434794426,-0.5816659927368164,0.4012389746102201
diffusion,test_c00_side+1,0,4,6,1,-0.026480572065338492,-0.5623434539884329,-0.02677328512072563,-0.5618361234664917,0.5857176719949551
diffusion,test_c00_side+1,0,5,1,1,-0.0015593605676258449,-0.6368413530290127,-0.001175050507299602,-0.6363781094551086,0.6019043372757383
diffusion,test_c00_side+1,0,5,2,1,-0.0031407085407408886,-0.6119060143828392,-0.0029584108851850033,-0.6119391918182373,0.18529214079600737
diffusion,test_c00_side+1,0,5,3,1,-0.004881999717326835,-0.5839204993098974,-0.0046365209855139256,-0.5832792520523071,0.6866278854951545
diffusion,test_c00_side+1,0,5,4,1,-0.006347813934553415,-0.5527139771729708,-0.005837651435285807,-0.5524625182151794,0.5687683035406185
diffusion,test_c00_side+1,0,5,5,1,-0.007276797347003594,-0.5204058028757572,-0.006221472751349211,-0.5202674865722656,1.0643502252570185
diffusion,test_c00_side+1,0,5,6,1,-0.006322148590697907,-0.48580143600702286,-0.005479963030666113,-0.48716217279434204,1.6002753269015302
diffusion,test_c00_side+1,0,6,1,1,-0.0027836955487146042,-0.6432036813348532,-0.0029331156983971596,-0.6430191993713379,0.23740256105107832
diffusion,test_c00_side+1,0,6,2,1,-0.010440726793603972,-0.6329507604241371,-0.011155318468809128,-0.6333712339401245,0.8291195570720272
diffusion,test_c00_side+1,0,6,3,1,-0.022220507089514285,-0.6286717168986797,-0.023549485951662064,-0.6273353099822998,1.8847196773482555
diffusion,test_c00_side+1,0,6,4,1,-0.037167109665460885,-0.6305857021361589,-0.037814605981111526,-0.6284502148628235,2.2314921853680914
diffusion,test_c00_side+1,0,6,5,1,-0.05527954106219113,-0.6409994941204786,-0.05079599469900131,-0.6387636661529541,5.010101265567143
diffusion,test_c00_side+1,0,6,6,1,-0.07747153309173882,-0.6578528359532356,-0.061183180660009384,-0.6582145094871521,16.292367313725833
